housekeeping_log_id,booking_id,guest_id,room_id,service_date,cleaning_start_time,cleaning_end_time,cleaning_duration_minutes,attendant_id,inspector_id,inspection_status,room_ready_status,issues_found,issue_severity,bathroom_status,linen_status,floor_status,minibar_status,notes
HK-002217,BKG-007662,GST-007662,RM-313,2022-10-02,16:00,16:29,29,ATT-019,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002218,BKG-007662,GST-007662,RM-313,2022-10-03,10:00,10:39,39,ATT-014,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002219,BKG-006124,GST-006124,RM-433,2022-10-03,15:10,15:57,47,ATT-030,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002220,BKG-003847,GST-003847,RM-106,2022-10-03,16:05,16:52,47,ATT-034,INS-002,follow_up_required,ready_after_follow_up,missing towels,minor,missing towels,fresh,vacuumed,stocked,daily service required follow-up for missing towels; room release delayed pending correction.
HK-002221,BKG-009195,GST-009195,RM-434,2022-10-04,09:40,10:12,32,ATT-026,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002222,BKG-006124,GST-006124,RM-433,2022-10-04,14:00,14:24,24,ATT-003,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002223,BKG-007662,GST-007662,RM-313,2022-10-05,12:10,12:53,43,ATT-008,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002224,BKG-009195,GST-009195,RM-434,2022-10-05,15:20,16:08,48,ATT-009,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002225,BKG-009661,GST-009661,RM-218,2022-10-06,08:25,09:18,53,ATT-033,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002226,BKG-003847,GST-003847,RM-106,2022-10-06,12:00,12:44,44,ATT-034,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002227,BKG-009195,GST-009195,RM-434,2022-10-06,14:05,14:29,24,ATT-017,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002228,BKG-007662,GST-007662,RM-313,2022-10-06,14:50,16:04,74,ATT-013,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002229,BKG-004825,GST-004825,RM-442,2022-10-07,10:50,11:37,47,ATT-028,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002230,BKG-009195,GST-009195,RM-434,2022-10-08,09:30,10:13,43,ATT-025,INS-006,passed_with_notes,ready,dust on desk,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: dust on desk.
HK-002231,BKG-009661,GST-009661,RM-218,2022-10-08,09:55,10:17,22,ATT-036,INS-010,passed_with_notes,ready,stained linen,minor,clean,stained,vacuumed,stocked,daily service passed with minor note: stained linen.
HK-002232,BKG-005965,GST-005965,RM-218,2022-10-08,11:05,11:56,51,ATT-030,INS-010,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,pre arrival passed with minor note: floor not vacuumed.
HK-002233,BKG-004825,GST-004825,RM-442,2022-10-08,16:55,17:37,42,ATT-031,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002234,BKG-004825,GST-004825,RM-442,2022-10-09,10:05,11:02,57,ATT-029,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002235,BKG-005965,GST-005965,RM-218,2022-10-09,10:45,11:21,36,ATT-018,INS-002,passed_with_notes,ready,dust on desk,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: dust on desk.
HK-002236,BKG-009195,GST-009195,RM-434,2022-10-09,12:55,14:06,71,ATT-023,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002237,BKG-000997,GST-000997,RM-224,2022-10-10,12:45,13:34,49,ATT-015,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002238,BKG-005965,GST-005965,RM-218,2022-10-10,16:10,16:47,37,ATT-015,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002239,BKG-006586,GST-006586,RM-333,2022-10-11,08:10,09:14,64,ATT-002,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002240,BKG-004417,GST-004417,RM-336,2022-10-11,08:50,09:40,50,ATT-015,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002241,BKG-009661,GST-009661,RM-218,2022-10-11,09:40,10:03,23,ATT-026,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002242,BKG-002123,GST-002123,RM-414,2022-10-11,12:10,13:14,64,ATT-022,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002243,BKG-000997,GST-000997,RM-224,2022-10-11,13:00,13:28,28,ATT-007,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002244,BKG-005965,GST-005965,RM-218,2022-10-11,14:25,15:10,45,ATT-009,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002245,BKG-006586,GST-006586,RM-333,2022-10-12,09:20,10:01,41,ATT-013,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002246,BKG-005965,GST-005965,RM-218,2022-10-12,10:45,11:31,46,ATT-006,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002247,BKG-000997,GST-000997,RM-224,2022-10-12,11:45,12:11,26,ATT-014,INS-004,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service passed with minor note: floor not vacuumed.
HK-002248,BKG-009661,GST-009661,RM-218,2022-10-12,12:00,12:22,22,ATT-010,INS-001,passed_with_notes,ready,trash not removed,minor,clean,fresh,trash present,stocked,daily service passed with minor note: trash not removed.
HK-002249,BKG-002123,GST-002123,RM-414,2022-10-12,14:10,14:48,38,ATT-027,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002250,BKG-004240,GST-004240,RM-109,2022-10-12,14:40,15:35,55,ATT-012,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002251,BKG-004417,GST-004417,RM-336,2022-10-12,14:40,15:05,25,ATT-025,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002252,BKG-004240,GST-004240,RM-109,2022-10-13,09:00,09:48,48,ATT-010,INS-010,passed_with_notes,ready,missing towels,minor,missing towels,fresh,vacuumed,stocked,daily service passed with minor note: missing towels.
HK-002253,BKG-005965,GST-005965,RM-218,2022-10-13,09:55,10:17,22,ATT-023,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002254,BKG-006586,GST-006586,RM-333,2022-10-13,10:00,10:26,26,ATT-027,INS-005,passed_with_notes,ready,trash not removed,minor,clean,fresh,trash present,stocked,daily service passed with minor note: trash not removed.
HK-002255,BKG-002123,GST-002123,RM-414,2022-10-13,11:00,11:42,42,ATT-022,INS-001,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service passed with minor note: floor not vacuumed.
HK-002256,BKG-003109,GST-003109,RM-318,2022-10-13,12:05,12:51,46,ATT-001,INS-004,passed_with_notes,ready,missing towels,minor,missing towels,fresh,vacuumed,stocked,pre arrival passed with minor note: missing towels.
HK-002257,BKG-007683,GST-007683,RM-134,2022-10-13,12:20,13:20,60,ATT-036,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002258,BKG-000997,GST-000997,RM-224,2022-10-13,12:30,13:10,40,ATT-011,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002259,BKG-004417,GST-004417,RM-336,2022-10-13,16:20,17:04,44,ATT-013,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002260,BKG-003109,GST-003109,RM-318,2022-10-14,09:20,10:03,43,ATT-011,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002261,BKG-002123,GST-002123,RM-414,2022-10-14,10:10,10:37,27,ATT-020,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002262,BKG-000997,GST-000997,RM-224,2022-10-14,12:40,13:49,69,ATT-011,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002263,BKG-009661,GST-009661,RM-218,2022-10-14,12:55,13:46,51,ATT-015,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002264,BKG-004240,GST-004240,RM-109,2022-10-14,13:40,14:17,37,ATT-003,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002265,BKG-004417,GST-004417,RM-336,2022-10-14,14:55,15:24,29,ATT-014,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002266,BKG-006586,GST-006586,RM-333,2022-10-14,16:40,17:15,35,ATT-018,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002267,BKG-007683,GST-007683,RM-134,2022-10-15,09:55,10:30,35,ATT-003,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002268,BKG-006586,GST-006586,RM-333,2022-10-15,10:55,11:41,46,ATT-020,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002269,BKG-005809,GST-005809,RM-412,2022-10-15,11:55,12:40,45,ATT-012,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002270,BKG-002123,GST-002123,RM-414,2022-10-15,12:00,12:30,30,ATT-024,INS-004,passed_with_notes,ready,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: amenity tray incomplete.
HK-002271,BKG-004240,GST-004240,RM-109,2022-10-15,13:50,14:44,54,ATT-028,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002272,BKG-004417,GST-004417,RM-336,2022-10-15,16:15,17:20,65,ATT-026,INS-007,failed,not_ready,stained linen,major,clean,stained,vacuumed,stocked,daily service failed due to stained linen; room not released until corrective cleaning.
HK-002273,BKG-003109,GST-003109,RM-318,2022-10-16,15:15,15:42,27,ATT-011,INS-001,passed_with_notes,ready,trash not removed,minor,clean,fresh,trash present,stocked,daily service passed with minor note: trash not removed.
HK-002274,BKG-007683,GST-007683,RM-134,2022-10-16,16:30,16:54,24,ATT-036,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002275,BKG-006586,GST-006586,RM-333,2022-10-16,16:40,17:03,23,ATT-007,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002276,BKG-006586,GST-006586,RM-333,2022-10-17,10:15,11:03,48,ATT-019,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002277,BKG-007683,GST-007683,RM-134,2022-10-17,11:40,12:06,26,ATT-001,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002278,BKG-004417,GST-004417,RM-336,2022-10-17,13:15,13:57,42,ATT-015,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002279,BKG-003109,GST-003109,RM-318,2022-10-17,13:50,14:29,39,ATT-025,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002280,BKG-005809,GST-005809,RM-412,2022-10-17,15:10,15:33,23,ATT-013,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002281,BKG-002123,GST-002123,RM-414,2022-10-17,16:55,17:37,42,ATT-031,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002282,BKG-006400,GST-006400,RM-321,2022-10-18,09:15,09:48,33,ATT-027,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002283,BKG-007683,GST-007683,RM-134,2022-10-18,10:20,10:47,27,ATT-030,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002284,BKG-000308,GST-000308,RM-529,2022-10-19,12:05,13:11,66,ATT-029,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002285,BKG-005809,GST-005809,RM-412,2022-10-19,12:10,12:46,36,ATT-002,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002286,BKG-007683,GST-007683,RM-134,2022-10-19,12:25,13:01,36,ATT-004,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002287,BKG-002123,GST-002123,RM-414,2022-10-19,14:15,14:55,40,ATT-027,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002288,BKG-006400,GST-006400,RM-321,2022-10-20,10:00,10:48,48,ATT-019,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002289,BKG-004212,GST-004212,RM-537,2022-10-20,12:45,13:51,66,ATT-024,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-002290,BKG-005809,GST-005809,RM-412,2022-10-20,15:45,16:52,67,ATT-034,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-002291,BKG-006400,GST-006400,RM-321,2022-10-21,09:40,10:14,34,ATT-017,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002292,BKG-000308,GST-000308,RM-529,2022-10-21,09:50,10:29,39,ATT-023,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002293,BKG-004212,GST-004212,RM-537,2022-10-21,10:10,10:35,25,ATT-027,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-002294,BKG-007683,GST-007683,RM-134,2022-10-21,11:00,12:11,71,ATT-023,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
